area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A559	20.346591	38.392045	[(20.091666666666665, 38.0993606), (20.78333333333333, 38.0993606), (20.78333333333333, 38.62331797333333), (20.091666666666665, 38.62331797333333), (20.091666666666665, 38.0993606)]	37	15
A560	20.369007	38.876712	[(20.091666666666665, 38.62331797333333), (20.78333333333333, 38.62331797333333), (20.78333333333333, 39.14727534666667), (20.091666666666665, 39.14727534666667), (20.091666666666665, 38.62331797333333)]	37	16
A561	20.270833	39.258333	[(20.091666666666665, 39.14727534666667), (20.78333333333333, 39.14727534666667), (20.78333333333333, 39.67123272), (20.091666666666665, 39.67123272), (20.091666666666665, 39.14727534666667)]	37	17
A562	21.016667	32.783333	[(20.78333333333333, 32.335829493333335), (21.474999999999998, 32.335829493333335), (21.474999999999998, 32.85978686666667), (20.78333333333333, 32.85978686666667), (20.78333333333333, 32.335829493333335)]	38	4
A563	21.125000	33.125000	[(20.78333333333333, 32.85978686666667), (21.474999999999998, 32.85978686666667), (21.474999999999998, 33.38374424), (20.78333333333333, 33.38374424), (20.78333333333333, 32.85978686666667)]	38	5
A564	21.125000	33.656250	[(20.78333333333333, 33.38374424), (21.474999999999998, 33.38374424), (21.474999999999998, 33.90770161333333), (20.78333333333333, 33.90770161333333), (20.78333333333333, 33.38374424)]	38	6
A565	21.125000	34.156250	[(20.78333333333333, 33.90770161333333), (21.474999999999998, 33.90770161333333), (21.474999999999998, 34.43165898666666), (20.78333333333333, 34.43165898666666), (20.78333333333333, 33.90770161333333)]	38	7
A566	21.125000	34.687500	[(20.78333333333333, 34.43165898666666), (21.474999999999998, 34.43165898666666), (21.474999999999998, 34.95561636), (20.78333333333333, 34.95561636), (20.78333333333333, 34.43165898666666)]	38	8
A567	21.125000	35.218750	[(20.78333333333333, 34.95561636), (21.474999999999998, 34.95561636), (21.474999999999998, 35.47957373333333), (20.78333333333333, 35.47957373333333), (20.78333333333333, 34.95561636)]	38	9
A568	21.125000	35.750000	[(20.78333333333333, 35.47957373333333), (21.474999999999998, 35.47957373333333), (21.474999999999998, 36.003531106666664), (20.78333333333333, 36.003531106666664), (20.78333333333333, 35.47957373333333)]	38	10
A569	21.125000	36.281250	[(20.78333333333333, 36.003531106666664), (21.474999999999998, 36.003531106666664), (21.474999999999998, 36.52748848), (20.78333333333333, 36.52748848), (20.78333333333333, 36.003531106666664)]	38	11
A570	21.125000	36.781250	[(20.78333333333333, 36.52748848), (21.474999999999998, 36.52748848), (21.474999999999998, 37.051445853333334), (20.78333333333333, 37.051445853333334), (20.78333333333333, 36.52748848)]	38	12
A571	21.125000	37.312500	[(20.78333333333333, 37.051445853333334), (21.474999999999998, 37.051445853333334), (21.474999999999998, 37.575403226666666), (20.78333333333333, 37.575403226666666), (20.78333333333333, 37.051445853333334)]	38	13
A572	21.043750	37.845000	[(20.78333333333333, 37.575403226666666), (21.474999999999998, 37.575403226666666), (21.474999999999998, 38.0993606), (20.78333333333333, 38.0993606), (20.78333333333333, 37.575403226666666)]	38	14
A573	21.051630	38.259511	[(20.78333333333333, 38.0993606), (21.474999999999998, 38.0993606), (21.474999999999998, 38.62331797333333), (20.78333333333333, 38.62331797333333), (20.78333333333333, 38.0993606)]	38	15
A574	21.808989	33.153090	[(21.474999999999998, 32.85978686666667), (22.166666666666664, 32.85978686666667), (22.166666666666664, 33.38374424), (21.474999999999998, 33.38374424), (21.474999999999998, 32.85978686666667)]	39	5
A575	21.812500	33.656250	[(21.474999999999998, 33.38374424), (22.166666666666664, 33.38374424), (22.166666666666664, 33.90770161333333), (21.474999999999998, 33.90770161333333), (21.474999999999998, 33.38374424)]	39	6
A576	21.812500	34.156250	[(21.474999999999998, 33.90770161333333), (22.166666666666664, 33.90770161333333), (22.166666666666664, 34.43165898666666), (21.474999999999998, 34.43165898666666), (21.474999999999998, 33.90770161333333)]	39	7
A577	21.812500	34.687500	[(21.474999999999998, 34.43165898666666), (22.166666666666664, 34.43165898666666), (22.166666666666664, 34.95561636), (21.474999999999998, 34.95561636), (21.474999999999998, 34.43165898666666)]	39	8
A578	21.812500	35.218750	[(21.474999999999998, 34.95561636), (22.166666666666664, 34.95561636), (22.166666666666664, 35.47957373333333), (21.474999999999998, 35.47957373333333), (21.474999999999998, 34.95561636)]	39	9
A579	21.812500	35.750000	[(21.474999999999998, 35.47957373333333), (22.166666666666664, 35.47957373333333), (22.166666666666664, 36.003531106666664), (21.474999999999998, 36.003531106666664), (21.474999999999998, 35.47957373333333)]	39	10
A580	21.812500	36.281250	[(21.474999999999998, 36.003531106666664), (22.166666666666664, 36.003531106666664), (22.166666666666664, 36.52748848), (21.474999999999998, 36.52748848), (21.474999999999998, 36.003531106666664)]	39	11
A581	21.814549	36.740779	[(21.474999999999998, 36.52748848), (22.166666666666664, 36.52748848), (22.166666666666664, 37.051445853333334), (21.474999999999998, 37.051445853333334), (21.474999999999998, 36.52748848)]	39	12
A582	21.535156	37.335938	[(21.474999999999998, 37.051445853333334), (22.166666666666664, 37.051445853333334), (22.166666666666664, 37.575403226666666), (21.474999999999998, 37.575403226666666), (21.474999999999998, 37.051445853333334)]	39	13
A583	21.585227	38.255682	[(21.474999999999998, 38.0993606), (22.166666666666664, 38.0993606), (22.166666666666664, 38.62331797333333), (21.474999999999998, 38.62331797333333), (21.474999999999998, 38.0993606)]	39	15
A584	22.708333	32.802083	[(22.166666666666664, 32.335829493333335), (22.858333333333334, 32.335829493333335), (22.858333333333334, 32.85978686666667), (22.166666666666664, 32.85978686666667), (22.166666666666664, 32.335829493333335)]	40	4
A585	22.509211	33.135526	[(22.166666666666664, 32.85978686666667), (22.858333333333334, 32.85978686666667), (22.858333333333334, 33.38374424), (22.166666666666664, 33.38374424), (22.166666666666664, 32.85978686666667)]	40	5
A586	22.500000	33.656250	[(22.166666666666664, 33.38374424), (22.858333333333334, 33.38374424), (22.858333333333334, 33.90770161333333), (22.166666666666664, 33.90770161333333), (22.166666666666664, 33.38374424)]	40	6
A587	22.500000	34.156250	[(22.166666666666664, 33.90770161333333), (22.858333333333334, 33.90770161333333), (22.858333333333334, 34.43165898666666), (22.166666666666664, 34.43165898666666), (22.166666666666664, 33.90770161333333)]	40	7
A588	22.500000	34.687500	[(22.166666666666664, 34.43165898666666), (22.858333333333334, 34.43165898666666), (22.858333333333334, 34.95561636), (22.166666666666664, 34.95561636), (22.166666666666664, 34.43165898666666)]	40	8
A589	22.500000	35.218750	[(22.166666666666664, 34.95561636), (22.858333333333334, 34.95561636), (22.858333333333334, 35.47957373333333), (22.166666666666664, 35.47957373333333), (22.166666666666664, 34.95561636)]	40	9
A590	22.500000	35.750000	[(22.166666666666664, 35.47957373333333), (22.858333333333334, 35.47957373333333), (22.858333333333334, 36.003531106666664), (22.166666666666664, 36.003531106666664), (22.166666666666664, 35.47957373333333)]	40	10
A591	22.503012	36.269578	[(22.166666666666664, 36.003531106666664), (22.858333333333334, 36.003531106666664), (22.858333333333334, 36.52748848), (22.166666666666664, 36.52748848), (22.166666666666664, 36.003531106666664)]	40	11
A592	22.479839	36.663306	[(22.166666666666664, 36.52748848), (22.858333333333334, 36.52748848), (22.858333333333334, 37.051445853333334), (22.166666666666664, 37.051445853333334), (22.166666666666664, 36.52748848)]	40	12
A593	22.812500	37.406250	[(22.166666666666664, 37.051445853333334), (22.858333333333334, 37.051445853333334), (22.858333333333334, 37.575403226666666), (22.166666666666664, 37.575403226666666), (22.166666666666664, 37.051445853333334)]	40	13
A594	22.731250	40.056250	[(22.166666666666664, 39.67123272), (22.858333333333334, 39.67123272), (22.858333333333334, 40.19519009333333), (22.166666666666664, 40.19519009333333), (22.166666666666664, 39.67123272)]	40	18
A595	22.730469	40.355469	[(22.166666666666664, 40.19519009333333), (22.858333333333334, 40.19519009333333), (22.858333333333334, 40.71914746666667), (22.166666666666664, 40.71914746666667), (22.166666666666664, 40.19519009333333)]	40	19
A596	23.401786	32.294643	[(22.858333333333334, 31.811872119999997), (23.55, 31.811872119999997), (23.55, 32.335829493333335), (22.858333333333334, 32.335829493333335), (22.858333333333334, 31.811872119999997)]	41	3
A597	23.284483	32.626078	[(22.858333333333334, 32.335829493333335), (23.55, 32.335829493333335), (23.55, 32.85978686666667), (22.858333333333334, 32.85978686666667), (22.858333333333334, 32.335829493333335)]	41	4
A598	23.187500	33.125000	[(22.858333333333334, 32.85978686666667), (23.55, 32.85978686666667), (23.55, 33.38374424), (22.858333333333334, 33.38374424), (22.858333333333334, 32.85978686666667)]	41	5
A599	23.187500	33.656250	[(22.858333333333334, 33.38374424), (23.55, 33.38374424), (23.55, 33.90770161333333), (22.858333333333334, 33.90770161333333), (22.858333333333334, 33.38374424)]	41	6
A600	23.187500	34.156250	[(22.858333333333334, 33.90770161333333), (23.55, 33.90770161333333), (23.55, 34.43165898666666), (22.858333333333334, 34.43165898666666), (22.858333333333334, 33.90770161333333)]	41	7
A601	23.187500	34.687500	[(22.858333333333334, 34.43165898666666), (23.55, 34.43165898666666), (23.55, 34.95561636), (22.858333333333334, 34.95561636), (22.858333333333334, 34.43165898666666)]	41	8
A602	23.187500	35.218750	[(22.858333333333334, 34.95561636), (23.55, 34.95561636), (23.55, 35.47957373333333), (22.858333333333334, 35.47957373333333), (22.858333333333334, 34.95561636)]	41	9
A603	23.183553	35.740789	[(22.858333333333334, 35.47957373333333), (23.55, 35.47957373333333), (23.55, 36.003531106666664), (22.858333333333334, 36.003531106666664), (22.858333333333334, 35.47957373333333)]	41	10
A604	23.238971	36.259191	[(22.858333333333334, 36.003531106666664), (23.55, 36.003531106666664), (23.55, 36.52748848), (22.858333333333334, 36.52748848), (22.858333333333334, 36.003531106666664)]	41	11
A605	23.295551	36.789195	[(22.858333333333334, 36.52748848), (23.55, 36.52748848), (23.55, 37.051445853333334), (22.858333333333334, 37.051445853333334), (22.858333333333334, 36.52748848)]	41	12
A606	23.172170	37.231132	[(22.858333333333334, 37.051445853333334), (23.55, 37.051445853333334), (23.55, 37.575403226666666), (22.858333333333334, 37.575403226666666), (22.858333333333334, 37.051445853333334)]	41	13
A607	23.484375	37.734375	[(22.858333333333334, 37.575403226666666), (23.55, 37.575403226666666), (23.55, 38.0993606), (22.858333333333334, 38.0993606), (22.858333333333334, 37.575403226666666)]	41	14
A608	23.472222	38.986111	[(22.858333333333334, 38.62331797333333), (23.55, 38.62331797333333), (23.55, 39.14727534666667), (22.858333333333334, 39.14727534666667), (22.858333333333334, 38.62331797333333)]	41	16
A609	23.311111	39.477778	[(22.858333333333334, 39.14727534666667), (23.55, 39.14727534666667), (23.55, 39.67123272), (22.858333333333334, 39.67123272), (22.858333333333334, 39.14727534666667)]	41	17
A610	23.163793	39.925287	[(22.858333333333334, 39.67123272), (23.55, 39.67123272), (23.55, 40.19519009333333), (22.858333333333334, 40.19519009333333), (22.858333333333334, 39.67123272)]	41	18
A611	23.000000	40.270833	[(22.858333333333334, 40.19519009333333), (23.55, 40.19519009333333), (23.55, 40.71914746666667), (22.858333333333334, 40.71914746666667), (22.858333333333334, 40.19519009333333)]	41	19
A612	23.931250	32.250000	[(23.55, 31.811872119999997), (24.241666666666667, 31.811872119999997), (24.241666666666667, 32.335829493333335), (23.55, 32.335829493333335), (23.55, 31.811872119999997)]	42	3
A613	23.875000	32.593750	[(23.55, 32.335829493333335), (24.241666666666667, 32.335829493333335), (24.241666666666667, 32.85978686666667), (23.55, 32.85978686666667), (23.55, 32.335829493333335)]	42	4
A614	23.875000	33.125000	[(23.55, 32.85978686666667), (24.241666666666667, 32.85978686666667), (24.241666666666667, 33.38374424), (23.55, 33.38374424), (23.55, 32.85978686666667)]	42	5
A615	23.875000	33.656250	[(23.55, 33.38374424), (24.241666666666667, 33.38374424), (24.241666666666667, 33.90770161333333), (23.55, 33.90770161333333), (23.55, 33.38374424)]	42	6
A616	23.875000	34.156250	[(23.55, 33.90770161333333), (24.241666666666667, 33.90770161333333), (24.241666666666667, 34.43165898666666), (23.55, 34.43165898666666), (23.55, 33.90770161333333)]	42	7
A617	23.865789	34.678289	[(23.55, 34.43165898666666), (24.241666666666667, 34.43165898666666), (24.241666666666667, 34.95561636), (23.55, 34.95561636), (23.55, 34.43165898666666)]	42	8
A618	23.860795	35.095170	[(23.55, 34.95561636), (24.241666666666667, 34.95561636), (24.241666666666667, 35.47957373333333), (23.55, 35.47957373333333), (23.55, 34.95561636)]	42	9
A619	23.890152	35.839962	[(23.55, 35.47957373333333), (24.241666666666667, 35.47957373333333), (24.241666666666667, 36.003531106666664), (23.55, 36.003531106666664), (23.55, 35.47957373333333)]	42	10
A620	23.875000	36.281250	[(23.55, 36.003531106666664), (24.241666666666667, 36.003531106666664), (24.241666666666667, 36.52748848), (23.55, 36.52748848), (23.55, 36.003531106666664)]	42	11
A621	23.875000	36.781250	[(23.55, 36.52748848), (24.241666666666667, 36.52748848), (24.241666666666667, 37.051445853333334), (23.55, 37.051445853333334), (23.55, 36.52748848)]	42	12
A622	23.875000	37.312500	[(23.55, 37.051445853333334), (24.241666666666667, 37.051445853333334), (24.241666666666667, 37.575403226666666), (23.55, 37.575403226666666), (23.55, 37.051445853333334)]	42	13
A623	23.893466	37.784091	[(23.55, 37.575403226666666), (24.241666666666667, 37.575403226666666), (24.241666666666667, 38.0993606), (23.55, 38.0993606), (23.55, 37.575403226666666)]	42	14
A624	24.187500	38.562500	[(23.55, 38.0993606), (24.241666666666667, 38.0993606), (24.241666666666667, 38.62331797333333), (23.55, 38.62331797333333), (23.55, 38.0993606)]	42	15
A625	23.909167	38.905833	[(23.55, 38.62331797333333), (24.241666666666667, 38.62331797333333), (24.241666666666667, 39.14727534666667), (23.55, 39.14727534666667), (23.55, 38.62331797333333)]	42	16
A626	23.857877	39.431507	[(23.55, 39.14727534666667), (24.241666666666667, 39.14727534666667), (24.241666666666667, 39.67123272), (23.55, 39.67123272), (23.55, 39.14727534666667)]	42	17
A627	23.885938	39.909375	[(23.55, 39.67123272), (24.241666666666667, 39.67123272), (24.241666666666667, 40.19519009333333), (23.55, 40.19519009333333), (23.55, 39.67123272)]	42	18
A628	24.014286	40.507143	[(23.55, 40.19519009333333), (24.241666666666667, 40.19519009333333), (24.241666666666667, 40.71914746666667), (23.55, 40.71914746666667), (23.55, 40.19519009333333)]	42	19
A629	24.187500	40.750000	[(23.55, 40.71914746666667), (24.241666666666667, 40.71914746666667), (24.241666666666667, 41.24310484), (23.55, 41.24310484), (23.55, 40.71914746666667)]	42	20
A630	24.562500	32.218750	[(24.241666666666667, 31.811872119999997), (24.933333333333334, 31.811872119999997), (24.933333333333334, 32.335829493333335), (24.241666666666667, 32.335829493333335), (24.241666666666667, 31.811872119999997)]	43	3
A631	24.562500	32.593750	[(24.241666666666667, 32.335829493333335), (24.933333333333334, 32.335829493333335), (24.933333333333334, 32.85978686666667), (24.241666666666667, 32.85978686666667), (24.241666666666667, 32.335829493333335)]	43	4
A632	24.562500	33.125000	[(24.241666666666667, 32.85978686666667), (24.933333333333334, 32.85978686666667), (24.933333333333334, 33.38374424), (24.241666666666667, 33.38374424), (24.241666666666667, 32.85978686666667)]	43	5
A633	24.562500	33.656250	[(24.241666666666667, 33.38374424), (24.933333333333334, 33.38374424), (24.933333333333334, 33.90770161333333), (24.241666666666667, 33.90770161333333), (24.241666666666667, 33.38374424)]	43	6
A634	24.562500	34.156250	[(24.241666666666667, 33.90770161333333), (24.933333333333334, 33.90770161333333), (24.933333333333334, 34.43165898666666), (24.241666666666667, 34.43165898666666), (24.241666666666667, 33.90770161333333)]	43	7
A635	24.554688	34.679688	[(24.241666666666667, 34.43165898666666), (24.933333333333334, 34.43165898666666), (24.933333333333334, 34.95561636), (24.241666666666667, 34.95561636), (24.241666666666667, 34.43165898666666)]	43	8
